class,elements,total_time,threads,write_level
CopyOnWriteArrayList,500,21936424809,7,4
CopyOnWriteArrayList,500,32567813327,10,4
ConcurrentHashMap,50,12004947,1,1
ConcurrentHashMap,50,406453,4,1
ConcurrentHashMap,50,783198,7,1
ConcurrentHashMap,50,748407,10,1
SynchronizedMap,50,114130,1,1
SynchronizedMap,50,388638,4,1
SynchronizedMap,50,486609,7,1
SynchronizedMap,50,18293392,10,1
SynchronizedRandomAccessList,50,331765617,1,1
SynchronizedRandomAccessList,50,30367723,4,1
SynchronizedRandomAccessList,50,48317558,7,1
SynchronizedRandomAccessList,50,63725146,10,1
CopyOnWriteArrayList,50,51127862,1,1
CopyOnWriteArrayList,50,251835769,4,1
CopyOnWriteArrayList,50,573399933,7,1
CopyOnWriteArrayList,50,791755609,10,1
ConcurrentHashMap,100,9193261,1,1
ConcurrentHashMap,100,32023153,4,1
ConcurrentHashMap,100,5134457,7,1
ConcurrentHashMap,100,1398278,10,1
SynchronizedMap,100,131694,1,1
SynchronizedMap,100,369907,4,1
SynchronizedMap,100,689878,7,1
SynchronizedMap,100,1622558,10,1
SynchronizedRandomAccessList,100,17772820,1,1
SynchronizedRandomAccessList,100,56611729,4,1
SynchronizedRandomAccessList,100,100543122,7,1
SynchronizedRandomAccessList,100,126709452,10,1
CopyOnWriteArrayList,100,211309214,1,1
CopyOnWriteArrayList,100,654962319,4,1
CopyOnWriteArrayList,100,1051534295,7,1
CopyOnWriteArrayList,100,2499664680,10,1
ConcurrentHashMap,150,19004542,1,1
ConcurrentHashMap,150,15769524,4,1
ConcurrentHashMap,150,4187981,7,1
ConcurrentHashMap,150,6679139,10,1
SynchronizedMap,150,918685,1,1
SynchronizedMap,150,12132822,4,1
SynchronizedMap,150,2323744,7,1
SynchronizedMap,150,2939182,10,1
SynchronizedRandomAccessList,150,1050520786,1,1
SynchronizedRandomAccessList,150,91706933,4,1
SynchronizedRandomAccessList,150,140398728,7,1
SynchronizedRandomAccessList,150,200961504,10,1
CopyOnWriteArrayList,150,188594136,1,1
CopyOnWriteArrayList,150,1120188630,4,1
CopyOnWriteArrayList,150,2131828871,7,1
CopyOnWriteArrayList,150,2900345085,10,1
ConcurrentHashMap,200,316884,1,1
ConcurrentHashMap,200,806902,4,1
ConcurrentHashMap,200,1300365,7,1
ConcurrentHashMap,200,1807155,10,1
SynchronizedMap,200,204576,1,1
SynchronizedMap,200,726230,4,1
SynchronizedMap,200,1247248,7,1
SynchronizedMap,200,1770708,10,1
SynchronizedRandomAccessList,200,30260330,1,1
SynchronizedRandomAccessList,200,106265605,4,1
SynchronizedRandomAccessList,200,187441362,7,1
SynchronizedRandomAccessList,200,282089052,10,1
CopyOnWriteArrayList,200,307529992,1,1
CopyOnWriteArrayList,200,1416370891,4,1
CopyOnWriteArrayList,200,2650613154,7,1
CopyOnWriteArrayList,200,3940854239,10,1
ConcurrentHashMap,250,8413209,1,1
ConcurrentHashMap,250,999159,4,1
ConcurrentHashMap,250,1284711,7,1
ConcurrentHashMap,250,6944990,10,1
SynchronizedMap,250,2461165,1,1
SynchronizedMap,250,1508969,4,1
SynchronizedMap,250,2303794,7,1
SynchronizedMap,250,1742650,10,1
SynchronizedRandomAccessList,250,1832797825,1,1
SynchronizedRandomAccessList,250,159514203,4,1
SynchronizedRandomAccessList,250,248649189,7,1
SynchronizedRandomAccessList,250,339661897,10,1
CopyOnWriteArrayList,250,319799958,1,1
CopyOnWriteArrayList,250,1936335181,4,1
CopyOnWriteArrayList,250,3313426887,7,1
CopyOnWriteArrayList,250,4681855590,10,1
ConcurrentHashMap,300,8209376,1,1
ConcurrentHashMap,300,993537,4,1
ConcurrentHashMap,300,1652249,7,1
ConcurrentHashMap,300,1651042,10,1
SynchronizedMap,300,239110,1,1
SynchronizedMap,300,1184170,4,1
SynchronizedMap,300,1805782,7,1
SynchronizedMap,300,2412629,10,1
SynchronizedRandomAccessList,300,39935924,1,1
SynchronizedRandomAccessList,300,153841827,4,1
SynchronizedRandomAccessList,300,312871252,7,1
SynchronizedRandomAccessList,300,397914847,10,1
CopyOnWriteArrayList,300,766953296,1,1
CopyOnWriteArrayList,300,2651173951,4,1
CopyOnWriteArrayList,300,3608444549,7,1
CopyOnWriteArrayList,300,5095679953,10,1
ConcurrentHashMap,350,9305252,1,1
ConcurrentHashMap,350,4032021,4,1
ConcurrentHashMap,350,1272603,7,1
ConcurrentHashMap,350,1664867,10,1
SynchronizedMap,350,248079,1,1
SynchronizedMap,350,1341193,4,1
SynchronizedMap,350,2100951,7,1
SynchronizedMap,350,2552851,10,1
SynchronizedRandomAccessList,350,45847650,1,1
SynchronizedRandomAccessList,350,187098364,4,1
SynchronizedRandomAccessList,350,331415120,7,1
SynchronizedRandomAccessList,350,477766674,10,1
CopyOnWriteArrayList,350,586608174,1,1
CopyOnWriteArrayList,350,2295868690,4,1
CopyOnWriteArrayList,350,5105270168,7,1
CopyOnWriteArrayList,350,6086101107,10,1
ConcurrentHashMap,400,14126292,1,1
ConcurrentHashMap,400,11274365,4,1
ConcurrentHashMap,400,9632593,7,1
ConcurrentHashMap,400,1863906,10,1
SynchronizedMap,400,340198,1,1
SynchronizedMap,400,3675797,4,1
SynchronizedMap,400,2542220,7,1
SynchronizedMap,400,5724964,10,1
SynchronizedRandomAccessList,400,55381846,1,1
SynchronizedRandomAccessList,400,220262751,4,1
SynchronizedRandomAccessList,400,411843739,7,1
SynchronizedRandomAccessList,400,588984900,10,1
CopyOnWriteArrayList,400,907050095,1,1
CopyOnWriteArrayList,400,2875662411,4,1
CopyOnWriteArrayList,400,5899256867,7,1
CopyOnWriteArrayList,400,7635149035,10,1
ConcurrentHashMap,450,12349659,1,1
ConcurrentHashMap,450,1502933,4,1
ConcurrentHashMap,450,7108419,7,1
ConcurrentHashMap,450,4407488,10,1
SynchronizedMap,450,357456,1,1
SynchronizedMap,450,1569981,4,1
SynchronizedMap,450,2076633,7,1
SynchronizedMap,450,3360941,10,1
SynchronizedRandomAccessList,450,3134566210,1,1
SynchronizedRandomAccessList,450,257228921,4,1
SynchronizedRandomAccessList,450,440350866,7,1
SynchronizedRandomAccessList,450,634106089,10,1
CopyOnWriteArrayList,450,915352668,1,1
CopyOnWriteArrayList,450,3312838599,4,1
CopyOnWriteArrayList,450,5998168530,7,1
CopyOnWriteArrayList,450,8308053219,10,1
ConcurrentHashMap,500,526374,1,1
ConcurrentHashMap,500,1502863,4,1
ConcurrentHashMap,500,2748344,7,1
ConcurrentHashMap,500,3500195,10,1
SynchronizedMap,500,378846,1,1
SynchronizedMap,500,1397285,4,1
SynchronizedMap,500,2379158,7,1
SynchronizedMap,500,3424245,10,1
SynchronizedRandomAccessList,500,67257943,1,1
SynchronizedRandomAccessList,500,286589733,4,1
SynchronizedRandomAccessList,500,472444992,7,1
SynchronizedRandomAccessList,500,692996522,10,1
CopyOnWriteArrayList,500,881620414,1,1
CopyOnWriteArrayList,500,3862336235,4,1
CopyOnWriteArrayList,500,6743830501,7,1
CopyOnWriteArrayList,500,9855817541,10,1
ConcurrentHashMap,50,8081900,1,2
ConcurrentHashMap,50,3203243,4,2
ConcurrentHashMap,50,534887,7,2
ConcurrentHashMap,50,661440,10,2
SynchronizedMap,50,132569,1,2
SynchronizedMap,50,256279,4,2
SynchronizedMap,50,524543,7,2
SynchronizedMap,50,820613,10,2
SynchronizedRandomAccessList,50,14432015,1,2
SynchronizedRandomAccessList,50,56500286,4,2
SynchronizedRandomAccessList,50,96756716,7,2
SynchronizedRandomAccessList,50,139200201,10,2
CopyOnWriteArrayList,50,117058278,1,2
CopyOnWriteArrayList,50,720201256,4,2
CopyOnWriteArrayList,50,1298114477,7,2
CopyOnWriteArrayList,50,1784902938,10,2
ConcurrentHashMap,100,9252901,1,2
ConcurrentHashMap,100,610750,4,2
ConcurrentHashMap,100,885927,7,2
ConcurrentHashMap,100,1038195,10,2
SynchronizedMap,100,151944,1,2
SynchronizedMap,100,418220,4,2
SynchronizedMap,100,3761082,7,2
SynchronizedMap,100,1063121,10,2
SynchronizedRandomAccessList,100,28141563,1,2
SynchronizedRandomAccessList,100,110961280,4,2
SynchronizedRandomAccessList,100,195331445,7,2
SynchronizedRandomAccessList,100,291501234,10,2
CopyOnWriteArrayList,100,559667132,1,2
CopyOnWriteArrayList,100,1974917983,4,2
CopyOnWriteArrayList,100,2967598346,7,2
CopyOnWriteArrayList,100,4225607871,10,2
ConcurrentHashMap,150,533133,1,2
ConcurrentHashMap,150,748401,4,2
ConcurrentHashMap,150,9930845,7,2
ConcurrentHashMap,150,2277169,10,2
SynchronizedMap,150,256177,1,2
SynchronizedMap,150,685541,4,2
SynchronizedMap,150,1298996,7,2
SynchronizedMap,150,1874101,10,2
SynchronizedRandomAccessList,150,53138623,1,2
SynchronizedRandomAccessList,150,188971080,4,2
SynchronizedRandomAccessList,150,304794467,7,2
SynchronizedRandomAccessList,150,426568943,10,2
CopyOnWriteArrayList,150,717096746,1,2
CopyOnWriteArrayList,150,2353318534,4,2
CopyOnWriteArrayList,150,6273460978,7,2
CopyOnWriteArrayList,150,10147485541,10,2
ConcurrentHashMap,200,952137,1,2
ConcurrentHashMap,200,895816,4,2
ConcurrentHashMap,200,1355294,7,2
ConcurrentHashMap,200,1955874,10,2
SynchronizedMap,200,266126,1,2
SynchronizedMap,200,952149,4,2
SynchronizedMap,200,1485369,7,2
SynchronizedMap,200,1971515,10,2
SynchronizedRandomAccessList,200,3639281238,1,2
SynchronizedRandomAccessList,200,404907773,4,2
SynchronizedRandomAccessList,200,658850034,7,2
SynchronizedRandomAccessList,200,817551349,10,2
CopyOnWriteArrayList,200,1548669260,1,2
CopyOnWriteArrayList,200,8250120432,4,2
CopyOnWriteArrayList,200,13997629101,7,2
CopyOnWriteArrayList,200,17580895697,10,2
ConcurrentHashMap,250,1593230,1,2
ConcurrentHashMap,250,975534,4,2
ConcurrentHashMap,250,2943640,7,2
ConcurrentHashMap,250,7941084,10,2
SynchronizedMap,250,308789,1,2
SynchronizedMap,250,2481569,4,2
SynchronizedMap,250,21528234,7,2
SynchronizedMap,250,15752223,10,2
SynchronizedRandomAccessList,250,132431433,1,2
SynchronizedRandomAccessList,250,480480484,4,2
SynchronizedRandomAccessList,250,850997641,7,2
SynchronizedRandomAccessList,250,1249016462,10,2
CopyOnWriteArrayList,250,2079928179,1,2
CopyOnWriteArrayList,250,5192599236,4,2
CopyOnWriteArrayList,250,7340069042,7,2
CopyOnWriteArrayList,250,12683851577,10,2
ConcurrentHashMap,300,11864388,1,2
ConcurrentHashMap,300,1202199,4,2
ConcurrentHashMap,300,10273053,7,2
ConcurrentHashMap,300,15708177,10,2
SynchronizedMap,300,2099854,1,2
SynchronizedMap,300,3324839,4,2
SynchronizedMap,300,4401322,7,2
SynchronizedMap,300,2506320,10,2
SynchronizedRandomAccessList,300,132244978,1,2
SynchronizedRandomAccessList,300,468729666,4,2
SynchronizedRandomAccessList,300,819050412,7,2
SynchronizedRandomAccessList,300,1262330767,10,2
CopyOnWriteArrayList,300,2474816004,1,2
CopyOnWriteArrayList,300,6501308175,4,2
CopyOnWriteArrayList,300,8890325689,7,2
CopyOnWriteArrayList,300,12588700950,10,2
ConcurrentHashMap,350,552962,1,2
ConcurrentHashMap,350,1177646,4,2
ConcurrentHashMap,350,1899620,7,2
ConcurrentHashMap,350,2706337,10,2
SynchronizedMap,350,315936,1,2
SynchronizedMap,350,1147943,4,2
SynchronizedMap,350,1926533,7,2
SynchronizedMap,350,11593490,10,2
SynchronizedRandomAccessList,350,102593180,1,2
SynchronizedRandomAccessList,350,421364592,4,2
SynchronizedRandomAccessList,350,746391775,7,2
SynchronizedRandomAccessList,350,1078921465,10,2
CopyOnWriteArrayList,350,1354576697,1,2
CopyOnWriteArrayList,350,7700592397,4,2
CopyOnWriteArrayList,350,13738090619,7,2
CopyOnWriteArrayList,350,20966196770,10,2
ConcurrentHashMap,400,455877,1,2
ConcurrentHashMap,400,1314502,4,2
ConcurrentHashMap,400,2133039,7,2
ConcurrentHashMap,400,3469680,10,2
SynchronizedMap,400,388423,1,2
SynchronizedMap,400,2449214,4,2
SynchronizedMap,400,2507131,7,2
SynchronizedMap,400,3302472,10,2
SynchronizedRandomAccessList,400,133011565,1,2
SynchronizedRandomAccessList,400,504271995,4,2
SynchronizedRandomAccessList,400,897444826,7,2
SynchronizedRandomAccessList,400,1306275206,10,2
CopyOnWriteArrayList,400,1599698173,1,2
CopyOnWriteArrayList,400,6832646289,4,2
CopyOnWriteArrayList,400,12855063223,7,2
CopyOnWriteArrayList,400,23413111302,10,2
ConcurrentHashMap,450,8796297,1,2
ConcurrentHashMap,450,1540727,4,2
ConcurrentHashMap,450,2312565,7,2
ConcurrentHashMap,450,5534981,10,2
SynchronizedMap,450,561517,1,2
SynchronizedMap,450,6171796,4,2
SynchronizedMap,450,3096465,7,2
SynchronizedMap,450,4073286,10,2
SynchronizedRandomAccessList,450,7698969578,1,2
SynchronizedRandomAccessList,450,600287317,4,2
SynchronizedRandomAccessList,450,1023182562,7,2
SynchronizedRandomAccessList,450,1563407968,10,2
CopyOnWriteArrayList,450,2128834124,1,2
CopyOnWriteArrayList,450,13317559587,4,2
CopyOnWriteArrayList,450,29398853286,7,2
CopyOnWriteArrayList,450,43011766930,10,2
ConcurrentHashMap,500,543033,1,2
ConcurrentHashMap,500,1852755,4,2
ConcurrentHashMap,500,8959483,7,2
ConcurrentHashMap,500,6523631,10,2
SynchronizedMap,500,1856233,1,2
SynchronizedMap,500,1857117,4,2
SynchronizedMap,500,6120671,7,2
SynchronizedMap,500,9644736,10,2
SynchronizedRandomAccessList,500,225231929,1,2
SynchronizedRandomAccessList,500,962018281,4,2
SynchronizedRandomAccessList,500,1764275098,7,2
SynchronizedRandomAccessList,500,2484122250,10,2
CopyOnWriteArrayList,500,4123237178,1,2
CopyOnWriteArrayList,500,20210105586,4,2
CopyOnWriteArrayList,500,23338911485,7,2
CopyOnWriteArrayList,500,32619866038,10,2
ConcurrentHashMap,50,14319114,1,3
ConcurrentHashMap,50,728748,4,3
ConcurrentHashMap,50,679246,7,3
ConcurrentHashMap,50,782063,10,3
SynchronizedMap,50,139097,1,3
SynchronizedMap,50,299513,4,3
SynchronizedMap,50,1280902,7,3
SynchronizedMap,50,5955566,10,3
SynchronizedRandomAccessList,50,1473126229,1,3
SynchronizedRandomAccessList,50,173406109,4,3
SynchronizedRandomAccessList,50,219604373,7,3
SynchronizedRandomAccessList,50,377118162,10,3
CopyOnWriteArrayList,50,499971258,1,3
CopyOnWriteArrayList,50,2358425162,4,3
CopyOnWriteArrayList,50,3647147376,7,3
CopyOnWriteArrayList,50,5135264757,10,3
ConcurrentHashMap,100,9017504,1,3
ConcurrentHashMap,100,1551466,4,3
ConcurrentHashMap,100,1683527,7,3
ConcurrentHashMap,100,8792699,10,3
SynchronizedMap,100,187217,1,3
SynchronizedMap,100,557650,4,3
SynchronizedMap,100,937252,7,3
SynchronizedMap,100,1417759,10,3
SynchronizedRandomAccessList,100,3125701230,1,3
SynchronizedRandomAccessList,100,341455739,4,3
SynchronizedRandomAccessList,100,535374134,7,3
SynchronizedRandomAccessList,100,767875378,10,3
CopyOnWriteArrayList,100,1221254717,1,3
CopyOnWriteArrayList,100,4116755573,4,3
CopyOnWriteArrayList,100,7016104533,7,3
CopyOnWriteArrayList,100,11057406224,10,3
ConcurrentHashMap,150,12715252,1,3
ConcurrentHashMap,150,17386258,4,3
ConcurrentHashMap,150,3657523,7,3
ConcurrentHashMap,150,13361347,10,3
SynchronizedMap,150,272492,1,3
SynchronizedMap,150,1432939,4,3
SynchronizedMap,150,5873704,7,3
SynchronizedMap,150,5090334,10,3
SynchronizedRandomAccessList,150,4817380243,1,3
SynchronizedRandomAccessList,150,326185832,4,3
SynchronizedRandomAccessList,150,737618098,7,3
SynchronizedRandomAccessList,150,881958445,10,3
CopyOnWriteArrayList,150,1005842845,1,3
CopyOnWriteArrayList,150,6544813271,4,3
CopyOnWriteArrayList,150,7662926983,7,3
CopyOnWriteArrayList,150,11387851639,10,3
ConcurrentHashMap,200,10256177,1,3
ConcurrentHashMap,200,610139,4,3
ConcurrentHashMap,200,1135418,7,3
ConcurrentHashMap,200,3447128,10,3
SynchronizedMap,200,209839,1,3
SynchronizedMap,200,898917,4,3
SynchronizedMap,200,1416970,7,3
SynchronizedMap,200,1995425,10,3
SynchronizedRandomAccessList,200,100783525,1,3
SynchronizedRandomAccessList,200,407898633,4,3
SynchronizedRandomAccessList,200,5944030477,7,3
SynchronizedRandomAccessList,200,1186198931,10,3
CopyOnWriteArrayList,200,1974917387,1,3
CopyOnWriteArrayList,200,8624548507,4,3
CopyOnWriteArrayList,200,18854752860,7,3
CopyOnWriteArrayList,200,21474649994,10,3
ConcurrentHashMap,250,10676999,1,3
ConcurrentHashMap,250,13608183,4,3
ConcurrentHashMap,250,19800432,7,3
ConcurrentHashMap,250,6211773,10,3
SynchronizedMap,250,3431161,1,3
SynchronizedMap,250,1547549,4,3
SynchronizedMap,250,2049296,7,3
SynchronizedMap,250,8519898,10,3
SynchronizedRandomAccessList,250,207297469,1,3
SynchronizedRandomAccessList,250,916550599,4,3
SynchronizedRandomAccessList,250,1448946054,7,3
SynchronizedRandomAccessList,250,2221119011,10,3
CopyOnWriteArrayList,250,3952035335,1,3
CopyOnWriteArrayList,250,14079977070,4,3
CopyOnWriteArrayList,250,21096565560,7,3
CopyOnWriteArrayList,250,24749264136,10,3
ConcurrentHashMap,300,449868,1,3
ConcurrentHashMap,300,1067708,4,3
ConcurrentHashMap,300,1747761,7,3
ConcurrentHashMap,300,2459556,10,3
SynchronizedMap,300,499488,1,3
SynchronizedMap,300,3039117,4,3
SynchronizedMap,300,9354744,7,3
SynchronizedMap,300,2519979,10,3
SynchronizedRandomAccessList,300,188635153,1,3
SynchronizedRandomAccessList,300,748387959,4,3
SynchronizedRandomAccessList,300,1338379282,7,3
SynchronizedRandomAccessList,300,1929035233,10,3
CopyOnWriteArrayList,300,3227177573,1,3
CopyOnWriteArrayList,300,10361920930,4,3
CopyOnWriteArrayList,300,21113611084,7,3
CopyOnWriteArrayList,300,35429141498,10,3
ConcurrentHashMap,350,486028,1,3
ConcurrentHashMap,350,1467169,4,3
ConcurrentHashMap,350,2057675,7,3
ConcurrentHashMap,350,2787829,10,3
SynchronizedMap,350,315277,1,3
SynchronizedMap,350,7149281,4,3
SynchronizedMap,350,9569657,7,3
SynchronizedMap,350,5725075,10,3
SynchronizedRandomAccessList,350,215138459,1,3
SynchronizedRandomAccessList,350,897258472,4,3
SynchronizedRandomAccessList,350,1629089250,7,3
SynchronizedRandomAccessList,350,2315434156,10,3
CopyOnWriteArrayList,350,4229423285,1,3
CopyOnWriteArrayList,350,16661874371,4,3
CopyOnWriteArrayList,350,27495847341,7,3
CopyOnWriteArrayList,350,42244900261,10,3
ConcurrentHashMap,400,2321161,1,3
ConcurrentHashMap,400,3825433,4,3
ConcurrentHashMap,400,3208678,7,3
ConcurrentHashMap,400,1934374,10,3
SynchronizedMap,400,323583,1,3
SynchronizedMap,400,1746557,4,3
SynchronizedMap,400,2529650,7,3
SynchronizedMap,400,3810846,10,3
SynchronizedRandomAccessList,400,270912231,1,3
SynchronizedRandomAccessList,400,1081303350,4,3
SynchronizedRandomAccessList,400,1935973136,7,3
SynchronizedRandomAccessList,400,2805582919,10,3
CopyOnWriteArrayList,400,4655643657,1,3
CopyOnWriteArrayList,400,17068305498,4,3
CopyOnWriteArrayList,400,21113188082,7,3
CopyOnWriteArrayList,400,30747621938,10,3
ConcurrentHashMap,450,534876,1,3
ConcurrentHashMap,450,1532985,4,3
ConcurrentHashMap,450,2588442,7,3
ConcurrentHashMap,450,12547262,10,3
SynchronizedMap,450,411773,1,3
SynchronizedMap,450,1570733,4,3
SynchronizedMap,450,2440362,7,3
SynchronizedMap,450,3500224,10,3
SynchronizedRandomAccessList,450,13419016419,1,3
SynchronizedRandomAccessList,450,1042188600,4,3
SynchronizedRandomAccessList,450,1824797207,7,3
SynchronizedRandomAccessList,450,2689397963,10,3
CopyOnWriteArrayList,450,3878443369,1,3
CopyOnWriteArrayList,450,20818050096,4,3
CopyOnWriteArrayList,450,32609520360,7,3
CopyOnWriteArrayList,450,52387820674,10,3
ConcurrentHashMap,500,5084152,1,3
ConcurrentHashMap,500,1102542,4,3
ConcurrentHashMap,500,2005933,7,3
ConcurrentHashMap,500,2355307,10,3
SynchronizedMap,500,398872,1,3
SynchronizedMap,500,1927608,4,3
SynchronizedMap,500,3220488,7,3
SynchronizedMap,500,4071452,10,3
SynchronizedRandomAccessList,500,293340069,1,3
SynchronizedRandomAccessList,500,1285466966,4,3
SynchronizedRandomAccessList,500,2828706360,7,3
SynchronizedRandomAccessList,500,4718287949,10,3
CopyOnWriteArrayList,500,6436443438,1,3
CopyOnWriteArrayList,500,25295754755,4,3
CopyOnWriteArrayList,500,33132200045,7,3
CopyOnWriteArrayList,500,56887444158,10,3
ConcurrentHashMap,50,8041402,1,4
ConcurrentHashMap,50,3684278,4,4
ConcurrentHashMap,50,799730,7,4
ConcurrentHashMap,50,1138192,10,4
SynchronizedMap,50,169131,1,4
SynchronizedMap,50,593840,4,4
SynchronizedMap,50,712160,7,4
SynchronizedMap,50,5215139,10,4
SynchronizedRandomAccessList,50,2084758315,1,4
SynchronizedRandomAccessList,50,195642379,4,4
SynchronizedRandomAccessList,50,287249894,7,4
SynchronizedRandomAccessList,50,407653524,10,4
CopyOnWriteArrayList,50,408555803,1,4
CopyOnWriteArrayList,50,2124284813,4,4
CopyOnWriteArrayList,50,7041354365,7,4
CopyOnWriteArrayList,50,7963157204,10,4
ConcurrentHashMap,100,9890495,1,4
ConcurrentHashMap,100,1186175,4,4
ConcurrentHashMap,100,944729,7,4
ConcurrentHashMap,100,7757468,10,4
SynchronizedMap,100,136415,1,4
SynchronizedMap,100,513506,4,4
SynchronizedMap,100,783563,7,4
SynchronizedMap,100,1183536,10,4
SynchronizedRandomAccessList,100,103891114,1,4
SynchronizedRandomAccessList,100,434298501,4,4
SynchronizedRandomAccessList,100,749400332,7,4
SynchronizedRandomAccessList,100,1037261615,10,4
CopyOnWriteArrayList,100,1646949321,1,4
CopyOnWriteArrayList,100,6556388425,4,4
CopyOnWriteArrayList,100,12830446025,7,4
CopyOnWriteArrayList,100,17462527158,10,4
ConcurrentHashMap,150,304826,1,4
ConcurrentHashMap,150,926258,4,4
ConcurrentHashMap,150,3425213,7,4
ConcurrentHashMap,150,18300624,10,4
SynchronizedMap,150,774610,1,4
SynchronizedMap,150,3041425,4,4
SynchronizedMap,150,2540041,7,4
SynchronizedMap,150,1804553,10,4
SynchronizedRandomAccessList,150,7181621227,1,4
SynchronizedRandomAccessList,150,663772205,4,4
SynchronizedRandomAccessList,150,1234766134,7,4
SynchronizedRandomAccessList,150,1613509914,10,4
CopyOnWriteArrayList,150,1918148855,1,4
CopyOnWriteArrayList,150,7594163099,4,4
CopyOnWriteArrayList,150,19933991668,7,4
CopyOnWriteArrayList,150,27929076083,10,4
ConcurrentHashMap,200,8295973,1,4
ConcurrentHashMap,200,2900313,4,4
ConcurrentHashMap,200,3585635,7,4
ConcurrentHashMap,200,2684392,10,4
SynchronizedMap,200,269717,1,4
SynchronizedMap,200,1001481,4,4
SynchronizedMap,200,1426884,7,4
SynchronizedMap,200,1901361,10,4
SynchronizedRandomAccessList,200,202665196,1,4
SynchronizedRandomAccessList,200,849638964,4,4
SynchronizedRandomAccessList,200,1534458130,7,4
